model_name,graph_name,seed,match_status,gnn_test_macro_f1,mlp_test_macro_f1,matched_graph_lift,gnn_test_balacc,mlp_test_balacc,balacc_lift,cambridge_obs_f1,newcastle_obs_f1,best_epoch,training_time_seconds,run_dir
graphsage,pca_knn_k24_unweighted,101,matched,0.901685114334099,0.9025353883843753,-0.0008502740502762673,0.9052983529151154,0.9128627537752969,-0.007564400860181508,0.8903887834513,0.8711796559577816,496,36.01237920159474,graphsage_pca_knn_k24_unweighted_seed101
graphsage,pca_knn_k24_unweighted,17,matched,0.9015984975965573,0.9041478114631117,-0.002549313866554437,0.9057685284172657,0.9131832076886549,-0.0074146792713891685,0.8893187003413563,0.8728342582098746,454,36.04354845592752,graphsage_pca_knn_k24_unweighted_seed17
graphsage,pca_knn_k24_unweighted,42,matched,0.903047491885904,0.9011836657450402,0.001863826140863889,0.9072722525906464,0.913511608218259,-0.006239355627612686,0.8910315736147089,0.8743960812283721,495,36.01249084761366,graphsage_pca_knn_k24_unweighted_seed42
graphsage,pca_knn_k24_unweighted,7,matched,0.8973442335468472,0.9010732349212551,-0.003729001374407903,0.9001390544640894,0.9148870757604023,-0.014748021296312919,0.8820900896869204,0.8691264866768833,255,22.655256684869528,graphsage_pca_knn_k24_unweighted_seed7
graphsage,pca_knn_k24_unweighted,73,matched,0.9004182484263613,0.9041389927669309,-0.0037207443405695706,0.9040056234387381,0.9140127377263001,-0.010007114287561958,0.8877083916634882,0.8713127558905311,444,36.55938641913235,graphsage_pca_knn_k24_unweighted_seed73
graphsage,pca_knn_k50_unweighted,101,matched,0.8995082292608113,0.9025353883843753,-0.003027159123563994,0.9021485647507524,0.9128627537752969,-0.010714189024544463,0.888923515189138,0.8679769900730246,403,60.35923780873418,graphsage_pca_knn_k50_unweighted_seed101
graphsage,pca_knn_k50_unweighted,17,matched,0.9003712169690669,0.9041478114631117,-0.0037765944940448826,0.9035560015989135,0.9131832076886549,-0.009627206089741436,0.8865315733728747,0.87120097054087,439,64.9547652141191,graphsage_pca_knn_k50_unweighted_seed17
graphsage,pca_knn_k50_unweighted,42,matched,0.9008652898272415,0.9011836657450402,-0.0003183759177987078,0.9037991115057165,0.913511608218259,-0.009712496712542595,0.8897203093147459,0.8700276543651789,442,65.52094869175926,graphsage_pca_knn_k50_unweighted_seed42
graphsage,pca_knn_k50_unweighted,7,matched,0.9033740928718759,0.9010732349212551,0.0023008579506207383,0.9071101943187448,0.9148870757604023,-0.007776881441657446,0.8901284143849634,0.8762208454327168,492,66.62851792899892,graphsage_pca_knn_k50_unweighted_seed7
graphsage,pca_knn_k50_unweighted,73,matched,0.9016107907702184,0.9041389927669309,-0.0025282019967124425,0.9052822825596095,0.9140127377263001,-0.008730455166690576,0.8899367458524804,0.8716292247741347,474,66.91841656435281,graphsage_pca_knn_k50_unweighted_seed73
