run_id,dataset_name,split_id,model_name,graph_name,seed,partition,donor_id,site,observed_class_macro_f1,global_label_macro_f1,balanced_accuracy,support
gcn_bbknn_kperbatch2_donors12_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,7,test,C-8938,Cambridge,0.8751495518417549,0.8751495518417549,0.8685479856908241,2750
gcn_bbknn_kperbatch2_donors12_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,7,test,C-8939,Cambridge,0.9766352727566259,0.4069313636485941,0.9663639590895162,1615
gcn_bbknn_kperbatch2_donors12_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,7,test,C-8940,Cambridge,0.855080856787317,0.855080856787317,0.8418890626584768,6627
gcn_bbknn_kperbatch2_donors12_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,7,test,CV0904,Newcastle,0.8690169210206674,0.8690169210206674,0.8615501729902476,5011
gcn_bbknn_kperbatch2_donors12_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,7,test,CV0940,Newcastle,0.8211921773879561,0.8211921773879561,0.8298013155484667,2505
gcn_bbknn_kperbatch2_donors12_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,73,test,C-8938,Cambridge,0.8763149771283305,0.8763149771283305,0.8695014014900009,2750
gcn_bbknn_kperbatch2_donors12_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,73,test,C-8939,Cambridge,0.9782192255991159,0.40759134399963165,0.9688330948919855,1615
gcn_bbknn_kperbatch2_donors12_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,73,test,C-8940,Cambridge,0.8539116420723322,0.8539116420723322,0.8403350467268961,6627
gcn_bbknn_kperbatch2_donors12_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,73,test,CV0904,Newcastle,0.8644586005434651,0.8644586005434651,0.8572634811194134,5011
gcn_bbknn_kperbatch2_donors12_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,bbknn_kperbatch2_donors12,73,test,CV0940,Newcastle,0.8212624384425679,0.8212624384425679,0.827124019369374,2505
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,test,C-8938,Cambridge,0.8679144081757394,0.8679144081757394,0.8604106533041297,2750
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,test,C-8939,Cambridge,0.9815430921648393,0.40897628840201633,0.9759580164236865,1615
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,test,C-8940,Cambridge,0.8403928837073416,0.8403928837073416,0.8284781809649763,6627
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,test,CV0904,Newcastle,0.8437003916756872,0.8437003916756872,0.8282178299837222,5011
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,test,CV0940,Newcastle,0.7900783813651572,0.7900783813651572,0.7991694273172455,2505
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,test,C-8938,Cambridge,0.8714718532075488,0.8714718532075488,0.8628348515775413,2750
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,test,C-8939,Cambridge,0.9813317920081734,0.4088882466700723,0.9737713664969239,1615
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,test,C-8940,Cambridge,0.8388616944481223,0.8388616944481223,0.8276358763519459,6627
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,test,CV0904,Newcastle,0.8431899781041649,0.8431899781041649,0.8268801825588635,5011
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,test,CV0940,Newcastle,0.7873093556958789,0.7873093556958789,0.7972050362372088,2505
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,test,C-8938,Cambridge,0.8692750772104726,0.8692750772104726,0.8610683015029706,2750
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,test,C-8939,Cambridge,0.9815430921648393,0.40897628840201633,0.9759580164236865,1615
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,test,C-8940,Cambridge,0.8396624576918893,0.8396624576918893,0.8274697271167336,6627
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,test,CV0904,Newcastle,0.8432182261698405,0.8432182261698405,0.8278727220996956,5011
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,test,CV0940,Newcastle,0.7896923382478219,0.7896923382478219,0.7993487427195075,2505
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,test,C-8938,Cambridge,0.8674000741248774,0.8674000741248774,0.860230114740577,2750
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,test,C-8939,Cambridge,0.978855569895973,0.4078564874566554,0.9734888806212176,1615
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,test,C-8940,Cambridge,0.8400502867442771,0.8400502867442771,0.8291789341992527,6627
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,test,CV0904,Newcastle,0.8461112467698513,0.8461112467698513,0.8309713617592777,5011
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,test,CV0940,Newcastle,0.7903789641418264,0.7903789641418264,0.7995216307016181,2505
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,test,C-8938,Cambridge,0.8639723062853256,0.8639723062853256,0.8569883713499262,2750
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,test,C-8939,Cambridge,0.9815430921648393,0.40897628840201633,0.9759580164236865,1615
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,test,C-8940,Cambridge,0.840959054074289,0.840959054074289,0.8293218684299242,6627
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,test,CV0904,Newcastle,0.8480831902707274,0.8480831902707274,0.8329745472184166,5011
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,test,CV0940,Newcastle,0.787864094903819,0.787864094903819,0.798449229509099,2505
gcn_pca_knn_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,101,test,C-8938,Cambridge,0.8700952034673377,0.8700952034673377,0.8656558906682187,2750
gcn_pca_knn_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,101,test,C-8939,Cambridge,0.9804586705712423,0.4085244460713509,0.9778621804747434,1615
gcn_pca_knn_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,101,test,C-8940,Cambridge,0.850406741926597,0.850406741926597,0.8424846050611133,6627
gcn_pca_knn_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,101,test,CV0904,Newcastle,0.8579711980649365,0.8579711980649365,0.8495671624101139,5011
gcn_pca_knn_k20_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,101,test,CV0940,Newcastle,0.8076666784068888,0.8076666784068888,0.8130830193718622,2505
gcn_pca_knn_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,17,test,C-8938,Cambridge,0.8710682453821739,0.8710682453821739,0.8671030467990213,2750
gcn_pca_knn_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,17,test,C-8939,Cambridge,0.9791823880091581,0.40799266167048254,0.9775796945990372,1615
gcn_pca_knn_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,17,test,C-8940,Cambridge,0.8535314833832445,0.8535314833832445,0.8465923594310897,6627
gcn_pca_knn_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,17,test,CV0904,Newcastle,0.8598327768231003,0.8598327768231003,0.8520442589754316,5011
gcn_pca_knn_k20_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,17,test,CV0940,Newcastle,0.8161796206300184,0.8161796206300184,0.8241116817790303,2505
gcn_pca_knn_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,42,test,C-8938,Cambridge,0.8714991079675299,0.8714991079675299,0.8671303225209185,2750
gcn_pca_knn_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,42,test,C-8939,Cambridge,0.9804586705712423,0.4085244460713509,0.9778621804747434,1615
gcn_pca_knn_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,42,test,C-8940,Cambridge,0.8529981749231169,0.8529981749231169,0.8467148312973675,6627
gcn_pca_knn_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,42,test,CV0904,Newcastle,0.8576976515278635,0.8576976515278635,0.8500726784400593,5011
gcn_pca_knn_k20_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,42,test,CV0940,Newcastle,0.8054316101812155,0.8054316101812155,0.8113368559230058,2505
gcn_pca_knn_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,7,test,C-8938,Cambridge,0.872040475351627,0.872040475351627,0.8666290846138077,2750
gcn_pca_knn_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,7,test,C-8939,Cambridge,0.9804586705712423,0.4085244460713509,0.9778621804747434,1615
gcn_pca_knn_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,7,test,C-8940,Cambridge,0.8519461657974873,0.8519461657974873,0.8433930565035896,6627
gcn_pca_knn_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,7,test,CV0904,Newcastle,0.8561585611750422,0.8561585611750422,0.8481374268525143,5011
gcn_pca_knn_k20_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,7,test,CV0940,Newcastle,0.8032970122103794,0.8032970122103794,0.8098354830662992,2505
gcn_pca_knn_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,73,test,C-8938,Cambridge,0.8670569078588365,0.8670569078588365,0.8644826590847595,2750
gcn_pca_knn_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,73,test,C-8939,Cambridge,0.977919897731347,0.40746662405472794,0.9772972087233309,1615
gcn_pca_knn_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,73,test,C-8940,Cambridge,0.8537920734069803,0.8537920734069803,0.8469936354141381,6627
gcn_pca_knn_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,73,test,CV0904,Newcastle,0.8614768679751562,0.8614768679751562,0.8537895648402593,5011
gcn_pca_knn_k20_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k20_unweighted,73,test,CV0940,Newcastle,0.8130068730634816,0.8130068730634816,0.8189596314046031,2505
gcn_pca_knn_k24_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,101,test,C-8938,Cambridge,0.8736042420226474,0.8736042420226474,0.8695866687823907,2750
gcn_pca_knn_k24_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,101,test,C-8939,Cambridge,0.981749009889532,0.40906208745397166,0.9781446663504496,1615
gcn_pca_knn_k24_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,101,test,C-8940,Cambridge,0.8534574719130931,0.8534574719130931,0.8453380222661689,6627
gcn_pca_knn_k24_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,101,test,CV0904,Newcastle,0.8599368044563117,0.8599368044563117,0.8534955136313952,5011
gcn_pca_knn_k24_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,101,test,CV0940,Newcastle,0.8195597701836458,0.8195597701836458,0.8249925508314594,2505
gcn_pca_knn_k24_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,17,test,C-8938,Cambridge,0.8734586246225097,0.8734586246225097,0.8692726102321359,2750
gcn_pca_knn_k24_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,17,test,C-8939,Cambridge,0.9789508007433856,0.4078961669764107,0.9753930446722741,1615
gcn_pca_knn_k24_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,17,test,C-8940,Cambridge,0.8543617850735509,0.8543617850735509,0.8458286622160989,6627
gcn_pca_knn_k24_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,17,test,CV0904,Newcastle,0.8631380511302664,0.8631380511302664,0.8552546215122877,5011
gcn_pca_knn_k24_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,17,test,CV0940,Newcastle,0.8222392488882438,0.8222392488882438,0.8300298530375598,2505
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,C-8938,Cambridge,0.8749629914925762,0.8749629914925762,0.8704917731640419,2750
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,C-8939,Cambridge,0.9776759850588748,0.40736499377453117,0.9751105587965678,1615
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,C-8940,Cambridge,0.8510989917576315,0.8510989917576315,0.8423865207959391,6627
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,CV0904,Newcastle,0.8572955340881719,0.8572955340881719,0.8497172176397347,5011
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,CV0940,Newcastle,0.8109899067284836,0.8109899067284836,0.8176494799264268,2505
gcn_pca_knn_k24_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,7,test,C-8938,Cambridge,0.8778043940899622,0.8778043940899622,0.8724906892190655,2750
gcn_pca_knn_k24_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,7,test,C-8939,Cambridge,0.981749009889532,0.40906208745397166,0.9781446663504496,1615
gcn_pca_knn_k24_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,7,test,C-8940,Cambridge,0.8523779351823545,0.8523779351823545,0.844813840096457,6627
gcn_pca_knn_k24_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,7,test,CV0904,Newcastle,0.8624536415739114,0.8624536415739114,0.8544478827673881,5011
gcn_pca_knn_k24_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,7,test,CV0940,Newcastle,0.8152291216096811,0.8152291216096811,0.8224191778008003,2505
gcn_pca_knn_k24_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,73,test,C-8938,Cambridge,0.8704438908053658,0.8704438908053658,0.8660050532000847,2750
gcn_pca_knn_k24_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,73,test,C-8939,Cambridge,0.9789508007433856,0.4078961669764107,0.9753930446722741,1615
gcn_pca_knn_k24_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,73,test,C-8940,Cambridge,0.8514967720673986,0.8514967720673986,0.8421780599914513,6627
gcn_pca_knn_k24_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,73,test,CV0904,Newcastle,0.8567547249759033,0.8567547249759033,0.8470683779101417,5011
gcn_pca_knn_k24_unweighted_seed73,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,73,test,CV0940,Newcastle,0.8127008062494513,0.8127008062494513,0.8178426880661912,2505
gcn_pca_knn_k50_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,101,test,C-8938,Cambridge,0.8770596377982477,0.8770596377982477,0.8721888330487308,2750
gcn_pca_knn_k50_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,101,test,C-8939,Cambridge,0.985867609209846,0.4107781705041025,0.9811787739043311,1615
gcn_pca_knn_k50_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,101,test,C-8940,Cambridge,0.8529846136298183,0.8529846136298183,0.8433797859543767,6627
gcn_pca_knn_k50_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,101,test,CV0904,Newcastle,0.8591635424927943,0.8591635424927943,0.8486544015643488,5011
gcn_pca_knn_k50_unweighted_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,101,test,CV0940,Newcastle,0.8153846033391882,0.8153846033391882,0.819601971237418,2505
gcn_pca_knn_k50_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,17,test,C-8938,Cambridge,0.8763000113197981,0.8763000113197981,0.8713317199945676,2750
gcn_pca_knn_k50_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,17,test,C-8939,Cambridge,0.985867609209846,0.4107781705041025,0.9811787739043311,1615
gcn_pca_knn_k50_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,17,test,C-8940,Cambridge,0.8525800333443718,0.8525800333443718,0.8425469634253343,6627
gcn_pca_knn_k50_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,17,test,CV0904,Newcastle,0.8656162968842726,0.8656162968842726,0.8527875503055973,5011
gcn_pca_knn_k50_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,17,test,CV0940,Newcastle,0.8178611953084044,0.8178611953084044,0.8219566035556047,2505
gcn_pca_knn_k50_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,42,test,C-8938,Cambridge,0.8782055189736084,0.8782055189736084,0.8729228122367031,2750
gcn_pca_knn_k50_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,42,test,C-8939,Cambridge,0.985867609209846,0.4107781705041025,0.9811787739043311,1615
gcn_pca_knn_k50_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,42,test,C-8940,Cambridge,0.8516412052822663,0.8516412052822663,0.8428979976417795,6627
gcn_pca_knn_k50_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,42,test,CV0904,Newcastle,0.8611255202736684,0.8611255202736684,0.8490171818232936,5011
gcn_pca_knn_k50_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,42,test,CV0940,Newcastle,0.8152708837407091,0.8152708837407091,0.8203643455807219,2505
gcn_pca_knn_k50_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,7,test,C-8938,Cambridge,0.8781231374276022,0.8781231374276022,0.8728441290319019,2750
gcn_pca_knn_k50_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,7,test,C-8939,Cambridge,0.985867609209846,0.4107781705041025,0.9811787739043311,1615
gcn_pca_knn_k50_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,7,test,C-8940,Cambridge,0.8527180724058074,0.8527180724058074,0.8426906599737247,6627
gcn_pca_knn_k50_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k50_unweighted,7,test,CV0904,Newcastle,0.8585219288517091,0.8585219288517091,0.8464645194319845,5011
