run_id,dataset_name,split_id,model_name,graph_name,seed,partition,class_index,class_name,precision,recall,f1,support
gcn_pca_knn_k10_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,17,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.9054054054054054,0.8551609322974473,0.8795662100456622,1802
gcn_pca_knn_k10_unweighted_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,17,test,11,platelet,0.8275862068965517,0.9780564263322884,0.896551724137931,638
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,0,CD14-positive monocyte,1.0,0.9991111111111111,0.9995553579368608,2250
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.8934280639431617,0.9544592030360531,0.9229357798165138,527
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.9752710027100271,0.9832650273224044,0.9792517006802721,2928
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,3,"central memory CD4-positive, alpha-beta T cell",0.8270577933450087,0.8007630351844002,0.8136980400603059,2359
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,4,"effector CD8-positive, alpha-beta T cell",0.9305628616517623,0.9007128309572301,0.9153945666235447,1964
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,5,"effector memory CD8-positive, alpha-beta T cell",0.7583243823845328,0.7316062176165803,0.7447257383966245,965
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,6,gamma-delta T cell,0.8099173553719008,0.7596899224806202,0.784,774
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,7,mucosal invariant T cell,0.8493333333333334,0.728,0.784,875
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,8,naive B cell,1.0,1.0,1.0,682
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8235489220563847,0.9048833819241983,0.8623024830699775,2744
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.9077555816686251,0.8573806881243063,0.8818493150684932,1802
gcn_pca_knn_k10_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,42,test,11,platelet,0.8275862068965517,0.9780564263322884,0.896551724137931,638
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,0,CD14-positive monocyte,1.0,0.9991111111111111,0.9995553579368608,2250
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.8978494623655914,0.9506641366223909,0.9235023041474655,527
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.9746278755074425,0.983948087431694,0.9792658055744392,2928
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,3,"central memory CD4-positive, alpha-beta T cell",0.8281591604722344,0.8028825773632895,0.8153250107619457,2359
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,4,"effector CD8-positive, alpha-beta T cell",0.9328397673188789,0.8981670061099797,0.9151750972762646,1964
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,5,"effector memory CD8-positive, alpha-beta T cell",0.7534685165421559,0.7316062176165803,0.7423764458464774,965
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,6,gamma-delta T cell,0.8071625344352618,0.7571059431524548,0.7813333333333333,774
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,7,mucosal invariant T cell,0.8489304812834224,0.7257142857142858,0.7825015403573629,875
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,8,naive B cell,1.0,1.0,1.0,682
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8233344381836262,0.9052478134110787,0.8623502864086097,2744
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.9083431257344301,0.8579356270810211,0.882420091324201,1802
gcn_pca_knn_k10_unweighted_seed7,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k10_unweighted,7,test,11,platelet,0.8267195767195767,0.9796238244514106,0.896700143472023,638
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,0,CD14-positive monocyte,0.6008041355542791,0.4648888888888889,0.524179403658231,2250
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.0,0.0,0.0,527
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.0,0.0,0.0,2928
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,3,"central memory CD4-positive, alpha-beta T cell",1.0,0.00211954217888936,0.004230118443316413,2359
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,4,"effector CD8-positive, alpha-beta T cell",0.0,0.0,0.0,1964
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,5,"effector memory CD8-positive, alpha-beta T cell",0.0050435580009170105,0.011398963730569948,0.006993006993006993,965
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,6,gamma-delta T cell,0.0,0.0,0.0,774
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,7,mucosal invariant T cell,0.0958904109589041,0.8,0.1712538226299694,875
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,8,naive B cell,0.0,0.0,0.0,682
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.10445724681625228,0.2510932944606414,0.14753747323340471,2744
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.02032520325203252,0.002774694783573807,0.0048828125,1802
gcn_pca_knn_k24_unweighted_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,42,test,11,platelet,0.0,0.0,0.0,638
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,0,CD14-positive monocyte,0.0,0.0,0.0,2250
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.0,0.0,0.0,527
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.3455536755029141,0.6277322404371585,0.4457378440645083,2928
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,3,"central memory CD4-positive, alpha-beta T cell",0.0,0.0,0.0,2359
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,4,"effector CD8-positive, alpha-beta T cell",0.004622496147919877,0.0015274949083503055,0.002296211251435132,1964
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,5,"effector memory CD8-positive, alpha-beta T cell",0.0,0.0,0.0,965
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,6,gamma-delta T cell,0.0,0.0,0.0,774
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,7,mucosal invariant T cell,0.0,0.0,0.0,875
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,8,naive B cell,0.9142091152815014,1.0,0.9551820728291317,682
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.0,0.0,0.0,2744
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.0056657223796034,0.006659267480577136,0.006122448979591836,1802
gcn_pca_knn_k24_unweighted_seed999,stephenson_2021_healthy_pbmc,site_stratified_seed42,gcn,pca_knn_k24_unweighted,999,test,11,platelet,0.046627120982204444,0.5297805642633229,0.08571066311652085,638
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,0,CD14-positive monocyte,0.9563492063492064,0.32133333333333336,0.4810379241516966,2250
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.0,0.0,0.0,527
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.006060606060606061,0.0006830601092896175,0.0012277470841006752,2928
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,3,"central memory CD4-positive, alpha-beta T cell",0.1591796875,0.13819415006358626,0.1479464488314046,2359
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,4,"effector CD8-positive, alpha-beta T cell",0.002497918401332223,0.0015274949083503055,0.0018957345971563982,1964
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,5,"effector memory CD8-positive, alpha-beta T cell",0.026595744680851064,0.010362694300518135,0.014914243102162566,965
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,6,gamma-delta T cell,0.03435876947662805,0.1111111111111111,0.05248703082087275,774
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,7,mucosal invariant T cell,0.15384615384615385,0.002285714285714286,0.0045045045045045045,875
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,8,naive B cell,0.0,0.0,0.0,682
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.0014388489208633094,0.0007288629737609329,0.0009675858732462506,2744
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.5,0.0005549389567147614,0.0011086474501108647,1802
graphsage_bbknn_kperbatch2_donors12_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,graphsage,bbknn_kperbatch2_donors12,42,test,11,platelet,0.005187048098082364,0.05172413793103448,0.009428571428571429,638
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,0,CD14-positive monocyte,0.9995557529986673,1.0,0.9997778271495223,2250
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.8689655172413793,0.9563567362428842,0.9105691056910569,527
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.9814432989690721,0.9754098360655737,0.9784172661870504,2928
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,3,"central memory CD4-positive, alpha-beta T cell",0.8319327731092437,0.7554048325561679,0.7918240391024217,2359
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,4,"effector CD8-positive, alpha-beta T cell",0.9319399785637728,0.8854378818737271,0.9080939947780678,1964
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,5,"effector memory CD8-positive, alpha-beta T cell",0.8036739380022963,0.7253886010362695,0.7625272331154684,965
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,6,gamma-delta T cell,0.6749716874292185,0.7700258397932817,0.7193723596861799,774
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,7,mucosal invariant T cell,0.8331402085747392,0.8217142857142857,0.8273878020713463,875
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,8,naive B cell,0.9985358711566618,1.0,0.9992673992673993,682
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8666430845419172,0.8928571428571429,0.8795548375516066,2744
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8847184986595175,0.9156492785793563,0.8999181892555222,1802
logistic_regression_site_stratified_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,logistic_regression,none,42,test,11,platelet,0.8200782268578879,0.9858934169278997,0.8953736654804271,638
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,0,CD14-positive monocyte,1.0,0.9995555555555555,0.9997777283840854,2250
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.889087656529517,0.9430740037950665,0.9152854511970534,527
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.981532147742818,0.980191256830601,0.9808612440191388,2928
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,3,"central memory CD4-positive, alpha-beta T cell",0.8648262732032366,0.7702416278083933,0.8147982062780269,2359
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,4,"effector CD8-positive, alpha-beta T cell",0.9011857707509882,0.9287169042769857,0.9147442326980942,1964
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,5,"effector memory CD8-positive, alpha-beta T cell",0.775,0.7067357512953368,0.7392953929539295,965
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,6,gamma-delta T cell,0.7227101631116688,0.7441860465116279,0.7332908975175048,774
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,7,mucosal invariant T cell,0.9,0.72,0.8,875
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,8,naive B cell,1.0,1.0,1.0,682
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8315824031516743,0.9231049562682215,0.8749568221070811,2744
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8993288590604027,0.8923418423973363,0.8958217270194986,1802
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,11,platelet,0.8245382585751979,0.9796238244514106,0.8954154727793696,638
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,0,CD14-positive monocyte,1.0,1.0,1.0,2250
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.8479338842975207,0.9734345351043643,0.9063604240282686,527
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.9813921433494142,0.9726775956284153,0.9770154373927958,2928
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,3,"central memory CD4-positive, alpha-beta T cell",0.8886186770428015,0.7744807121661721,0.8276330690826728,2359
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,4,"effector CD8-positive, alpha-beta T cell",0.9290354822588706,0.9465376782077393,0.9377049180327869,1964
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,5,"effector memory CD8-positive, alpha-beta T cell",0.8346368715083798,0.7740932642487046,0.8032258064516129,965
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,6,gamma-delta T cell,0.8538251366120219,0.8074935400516796,0.8300132802124834,774
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,7,mucosal invariant T cell,0.8536036036036037,0.8662857142857143,0.8598979013045944,875
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,8,naive B cell,1.0,1.0,1.0,682
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8818051575931232,0.8972303206997084,0.8894508670520231,2744
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8877870563674322,0.9439511653718091,0.9150080688542227,1802
mlp_site_stratified_seed42_seed101,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,101,test,11,platelet,0.8035487959442332,0.9937304075235109,0.8885774351786966,638
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,0,CD14-positive monocyte,0.9995557529986673,1.0,0.9997778271495223,2250
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.8933092224231465,0.937381404174573,0.9148148148148149,527
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.9795640326975477,0.98224043715847,0.9809004092769441,2928
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,3,"central memory CD4-positive, alpha-beta T cell",0.8632993512511585,0.7897414158541755,0.8248837724153198,2359
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,4,"effector CD8-positive, alpha-beta T cell",0.9233144621718992,0.9134419551934827,0.9183516764781162,1964
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,5,"effector memory CD8-positive, alpha-beta T cell",0.8064903846153846,0.6953367875647668,0.7468002225932109,965
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,6,gamma-delta T cell,0.7033997655334114,0.7751937984496124,0.7375537799631223,774
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,7,mucosal invariant T cell,0.831942789034565,0.7977142857142857,0.8144690781796966,875
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,8,naive B cell,1.0,1.0,1.0,682
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8528704022000687,0.9041545189504373,0.8777640191049001,2744
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8990623276337562,0.904550499445061,0.9017980636237898,1802
mlp_site_stratified_seed42_seed17,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,17,test,11,platelet,0.8416779431664412,0.9749216300940439,0.9034132171387074,638
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,0,CD14-positive monocyte,1.0,0.9995555555555555,0.9997777283840854,2250
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,1,"CD16-negative, CD56-bright natural killer cell, human",0.889087656529517,0.9430740037950665,0.9152854511970534,527
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,2,"CD16-positive, CD56-dim natural killer cell, human",0.981532147742818,0.980191256830601,0.9808612440191388,2928
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,3,"central memory CD4-positive, alpha-beta T cell",0.8648262732032366,0.7702416278083933,0.8147982062780269,2359
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,4,"effector CD8-positive, alpha-beta T cell",0.9011857707509882,0.9287169042769857,0.9147442326980942,1964
mlp_site_stratified_seed42_seed42,stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,none,42,test,5,"effector memory CD8-positive, alpha-beta T cell",0.775,0.7067357512953368,0.7392953929539295,965
