run_id,model_name,graph_name,seed,class_index,class_name,f1,mlp_f1,class_delta_f1
gcn_bbknn_kperbatch2_donors12_seed17,gcn,bbknn_kperbatch2_donors12,17,11,platelet,0.9130763416477702,0.8931351733899504,0.019941168257819775
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,0,CD14-positive monocyte,0.9995553579368608,0.9997777283840854,-0.00022237044722461796
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,1,"CD16-negative, CD56-bright natural killer cell, human",0.9243697478991597,0.9084444444444445,0.01592530345471521
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,2,"CD16-positive, CD56-dim natural killer cell, human",0.9761784085149519,0.977039067854695,-0.0008606593397431084
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,3,"central memory CD4-positive, alpha-beta T cell",0.8138936535162951,0.8331846565566459,-0.019291003040350807
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,4,"effector CD8-positive, alpha-beta T cell",0.9127129750982962,0.9183726353977715,-0.005659660299475289
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,5,"effector memory CD8-positive, alpha-beta T cell",0.7595854922279792,0.7987711213517665,-0.03918562912378731
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,6,gamma-delta T cell,0.8010936431989063,0.8303341902313625,-0.029240547032456154
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,7,mucosal invariant T cell,0.7926829268292683,0.8515842134519177,-0.058901286622649374
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,8,naive B cell,1.0,1.0,0.0
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8578280232956492,0.887509130752374,-0.02968110745672481
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8794041821827556,0.9209225700164745,-0.04151838783371886
gcn_bbknn_kperbatch2_donors12_seed42,gcn,bbknn_kperbatch2_donors12,42,11,platelet,0.9115646258503401,0.8882642304989459,0.023300395351394276
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,0,CD14-positive monocyte,0.9995553579368608,0.9997778271495223,-0.00022246921266155795
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,1,"CD16-negative, CD56-bright natural killer cell, human",0.9242282507015903,0.8858603066439523,0.03836794405763799
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,2,"CD16-positive, CD56-dim natural killer cell, human",0.9756838905775076,0.9713496720745599,0.004334218502947684
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,3,"central memory CD4-positive, alpha-beta T cell",0.8134648370497427,0.8308177517458887,-0.01735291469614597
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,4,"effector CD8-positive, alpha-beta T cell",0.9137614678899083,0.9203539823008849,-0.006592514410976635
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,5,"effector memory CD8-positive, alpha-beta T cell",0.7602278612118073,0.7983665135273098,-0.03813865231550251
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,6,gamma-delta T cell,0.796736913664174,0.8297734627831715,-0.03303654911899756
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,7,mucosal invariant T cell,0.7982937233394272,0.8688340807174888,-0.07054035737806164
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,8,naive B cell,1.0,0.9992673992673993,0.00073260073260073
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8602261048304214,0.8924634014097235,-0.03223729657930208
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8793796668581275,0.9227000544365814,-0.04332038757845391
gcn_bbknn_kperbatch2_donors12_seed7,gcn,bbknn_kperbatch2_donors12,7,11,platelet,0.9159727479182438,0.8933143669985776,0.02265838091966621
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,0,CD14-positive monocyte,0.9995553579368608,1.0,-0.0004446420631392112
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,1,"CD16-negative, CD56-bright natural killer cell, human",0.9209302325581395,0.9036251105216623,0.017305122036477272
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,2,"CD16-positive, CD56-dim natural killer cell, human",0.9763273588096043,0.9771986970684039,-0.0008713382587995921
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,3,"central memory CD4-positive, alpha-beta T cell",0.8140984311197077,0.8385941347660623,-0.02449570364635456
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,4,"effector CD8-positive, alpha-beta T cell",0.9132826827351324,0.9320192064695476,-0.018736523734415256
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,5,"effector memory CD8-positive, alpha-beta T cell",0.7580893682588598,0.7995712754555199,-0.04148190719666012
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,6,gamma-delta T cell,0.7975376196990424,0.8360128617363344,-0.03847524203729202
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,7,mucosal invariant T cell,0.7985212569316081,0.8615560640732265,-0.06303480714161835
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,8,naive B cell,1.0,1.0,0.0
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8599248377177998,0.8892122976168819,-0.029287459899082102
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.879083094555874,0.92157394843962,-0.04249085388374607
gcn_bbknn_kperbatch2_donors12_seed73,gcn,bbknn_kperbatch2_donors12,73,11,platelet,0.9128127369219106,0.8903043170559094,0.02250841986600116
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,0,CD14-positive monocyte,0.9995553579368608,0.9997778271495223,-0.00022246921266155795
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,1,"CD16-negative, CD56-bright natural killer cell, human",0.9298409728718429,0.9050576752440106,0.024783297627832268
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,2,"CD16-positive, CD56-dim natural killer cell, human",0.9787018255578094,0.9775415738042174,0.0011602517535920231
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,3,"central memory CD4-positive, alpha-beta T cell",0.8032094594594594,0.8352473498233216,-0.032037890363862176
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,4,"effector CD8-positive, alpha-beta T cell",0.9054805401111994,0.9247089262613195,-0.019228386150120125
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,5,"effector memory CD8-positive, alpha-beta T cell",0.7352157698454982,0.7985648385443362,-0.06334906869883805
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,6,gamma-delta T cell,0.7545638945233266,0.8324468085106383,-0.07788291398731173
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,7,mucosal invariant T cell,0.7547169811320755,0.8565072302558399,-0.10179024912376433
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,8,naive B cell,1.0,0.9992673992673993,0.00073260073260073
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8489837056946078,0.887667216419278,-0.038683510724670245
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8597311513734658,0.917774762550882,-0.05804361117741619
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed101,gcn,mutual_knn_reference_standard_query_k20_unweighted,101,11,platelet,0.8962536023054755,0.8958630527817404,0.0003905495237350731
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,0,CD14-positive monocyte,0.9995553579368608,0.9997778271495223,-0.00022246921266155795
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,1,"CD16-negative, CD56-bright natural killer cell, human",0.9305816135084428,0.9136690647482014,0.016912548760241397
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,2,"CD16-positive, CD56-dim natural killer cell, human",0.9788815678324041,0.9781569965870307,0.0007245712453733955
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,3,"central memory CD4-positive, alpha-beta T cell",0.8021141649048625,0.8402793421941879,-0.038165177289325336
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,4,"effector CD8-positive, alpha-beta T cell",0.8997333333333334,0.9284619315278487,-0.028728598194515342
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,5,"effector memory CD8-positive, alpha-beta T cell",0.7340031729243787,0.7904,-0.056396827075621325
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,6,gamma-delta T cell,0.7535449020931803,0.8323699421965318,-0.07882504010335156
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,7,mucosal invariant T cell,0.7573194534808068,0.8579577866514546,-0.10063833317064785
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,8,naive B cell,1.0,0.9992673992673993,0.00073260073260073
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8480268681780017,0.8911355840404405,-0.04310871586243881
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.861216176898458,0.9251626898047722,-0.06394651290631426
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed17,gcn,mutual_knn_reference_standard_query_k20_unweighted,17,11,platelet,0.8962536023054755,0.8931351733899504,0.003118428915525051
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,0,CD14-positive monocyte,0.9995553579368608,0.9997777283840854,-0.00022237044722461796
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,1,"CD16-negative, CD56-bright natural killer cell, human",0.9315838800374883,0.9084444444444445,0.023139435593043767
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,2,"CD16-positive, CD56-dim natural killer cell, human",0.9788744296095995,0.977039067854695,0.0018353617549045076
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,3,"central memory CD4-positive, alpha-beta T cell",0.8028887000849617,0.8331846565566459,-0.03029595647168415
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,4,"effector CD8-positive, alpha-beta T cell",0.9055702917771883,0.9183726353977715,-0.01280234362058319
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,5,"effector memory CD8-positive, alpha-beta T cell",0.7353255069370331,0.7987711213517665,-0.0634456144147334
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,6,gamma-delta T cell,0.7538983050847458,0.8303341902313625,-0.0764358851466167
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,7,mucosal invariant T cell,0.7529107373868047,0.8515842134519177,-0.09867347606511301
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,8,naive B cell,1.0,1.0,0.0
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8461796246648794,0.887509130752374,-0.04132950608749464
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8604651162790697,0.9209225700164745,-0.06045745373740474
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed42,gcn,mutual_knn_reference_standard_query_k20_unweighted,42,11,platelet,0.8956083513318934,0.8882642304989459,0.007344120832947554
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,0,CD14-positive monocyte,0.9995553579368608,0.9997778271495223,-0.00022246921266155795
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,1,"CD16-negative, CD56-bright natural killer cell, human",0.9289719626168225,0.8858603066439523,0.043111655972870144
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,2,"CD16-positive, CD56-dim natural killer cell, human",0.9791983764586504,0.9713496720745599,0.007848704384090466
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,3,"central memory CD4-positive, alpha-beta T cell",0.8029598308668076,0.8308177517458887,-0.02785792087908112
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,4,"effector CD8-positive, alpha-beta T cell",0.9057702488088936,0.9203539823008849,-0.01458373349199138
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,5,"effector memory CD8-positive, alpha-beta T cell",0.7350427350427351,0.7983665135273098,-0.06332377848457471
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,6,gamma-delta T cell,0.7542315504400813,0.8297734627831715,-0.07554191234309027
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,7,mucosal invariant T cell,0.7579083279535184,0.8688340807174888,-0.11092575276397043
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,8,naive B cell,1.0,0.9992673992673993,0.00073260073260073
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8492597577388964,0.8924634014097235,-0.043203643670827074
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8616370521409845,0.9227000544365814,-0.06106300229559691
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed7,gcn,mutual_knn_reference_standard_query_k20_unweighted,7,11,platelet,0.8976945244956772,0.8933143669985776,0.004380157497099635
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,0,CD14-positive monocyte,0.9995553579368608,1.0,-0.0004446420631392112
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,1,"CD16-negative, CD56-bright natural killer cell, human",0.9317118802619271,0.9036251105216623,0.028086769740264805
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,2,"CD16-positive, CD56-dim natural killer cell, human",0.9792054099746408,0.9771986970684039,0.002006712906236885
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,3,"central memory CD4-positive, alpha-beta T cell",0.8039923550647696,0.8385941347660623,-0.034601779701292634
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,4,"effector CD8-positive, alpha-beta T cell",0.9030029231995748,0.9320192064695476,-0.029016283269972853
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,5,"effector memory CD8-positive, alpha-beta T cell",0.7338666666666667,0.7995712754555199,-0.0657046087888532
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,6,gamma-delta T cell,0.75118004045853,0.8360128617363344,-0.08483282127780434
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,7,mucosal invariant T cell,0.7608554763447829,0.8615560640732265,-0.10070058772844359
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,8,naive B cell,1.0,1.0,0.0
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8477932539016614,0.8892122976168819,-0.04141904371522054
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8623587365980875,0.92157394843962,-0.059215211841532556
gcn_mutual_knn_reference_standard_query_k20_unweighted_seed73,gcn,mutual_knn_reference_standard_query_k20_unweighted,73,11,platelet,0.8968997837058399,0.8903043170559094,0.006595466649930493
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,0,CD14-positive monocyte,0.9995553579368608,0.9997778271495223,-0.00022246921266155795
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,1,"CD16-negative, CD56-bright natural killer cell, human",0.9287696577243293,0.9050576752440106,0.023711982480318694
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,2,"CD16-positive, CD56-dim natural killer cell, human",0.9816388983339001,0.9775415738042174,0.0040973245296827
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,3,"central memory CD4-positive, alpha-beta T cell",0.8114334470989761,0.8352473498233216,-0.02381390272434547
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,4,"effector CD8-positive, alpha-beta T cell",0.91785436641617,0.9247089262613195,-0.006854559845149488
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,5,"effector memory CD8-positive, alpha-beta T cell",0.7526427061310782,0.7985648385443362,-0.04592213241325804
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,6,gamma-delta T cell,0.7761394101876675,0.8324468085106383,-0.056307398322970825
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,7,mucosal invariant T cell,0.7703984819734345,0.8565072302558399,-0.08610874828240533
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,8,naive B cell,1.0,0.9992673992673993,0.00073260073260073
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8591646530894028,0.887667216419278,-0.02850256332987522
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8796799085452986,0.917774762550882,-0.03809485400558332
gcn_pca_knn_k20_unweighted_seed101,gcn,pca_knn_k20_unweighted,101,11,platelet,0.9004329004329005,0.8958630527817404,0.004569847651160086
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,0,CD14-positive monocyte,0.9995553579368608,0.9997778271495223,-0.00022246921266155795
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,1,"CD16-negative, CD56-bright natural killer cell, human",0.9263351749539595,0.9136690647482014,0.01266611020575803
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,2,"CD16-positive, CD56-dim natural killer cell, human",0.9806122448979592,0.9781569965870307,0.0024552483109284706
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,3,"central memory CD4-positive, alpha-beta T cell",0.8133848133848134,0.8402793421941879,-0.026894528809374485
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,4,"effector CD8-positive, alpha-beta T cell",0.9149987002859371,0.9284619315278487,-0.013463231241911622
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,5,"effector memory CD8-positive, alpha-beta T cell",0.7523910733262487,0.7904,-0.03800892667375133
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,6,gamma-delta T cell,0.7851851851851852,0.8323699421965318,-0.04718475701134661
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,7,mucosal invariant T cell,0.7891825445605408,0.8579577866514546,-0.06877524209091379
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,8,naive B cell,1.0,0.9992673992673993,0.00073260073260073
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,9,"naive thymus-derived CD4-positive, alpha-beta T cell",0.8624265468371932,0.8911355840404405,-0.028709037203247245
gcn_pca_knn_k20_unweighted_seed17,gcn,pca_knn_k20_unweighted,17,10,"naive thymus-derived CD8-positive, alpha-beta T cell",0.8839590443686007,0.9251626898047722,-0.0412036454361715
